idx,world_x,world_y,world_z
0,-49.3875,45.6591,0.0000
1,-49.3375,45.6591,0.0000
2,-49.2875,45.6591,0.0000
3,-49.2375,45.6591,0.0000
4,-49.1875,45.6591,0.0000
5,-49.1375,45.6591,0.0000
6,-49.0875,45.6591,0.0000
7,-49.0375,45.6591,0.0000
8,-48.9875,45.6591,0.0000
9,-48.9375,45.6591,0.0000
10,-48.8875,45.6591,0.0000
11,-48.8375,45.6591,0.0000
12,-48.7875,45.6591,0.0000
13,-48.7375,45.6591,0.0000
14,-48.6875,45.6591,0.0000
15,-48.6375,45.6591,0.0000
16,-48.5875,45.6591,0.0000
17,-48.5375,45.6591,0.0000
18,-48.4875,45.6591,0.0000
19,-48.4375,45.6591,0.0000
20,-48.3875,45.6591,0.0000
21,-48.3375,45.6591,0.0000
22,-48.2875,45.6591,0.0000
23,-48.2375,45.6591,0.0000
24,-48.1875,45.6591,0.0000
25,-48.1375,45.6591,0.0000
26,-48.0875,45.6591,0.0000
27,-48.0375,45.6591,0.0000
28,-47.9875,45.6591,0.0000
29,-47.9375,45.6591,0.0000
30,-47.8875,45.6591,0.0000
31,-47.8375,45.6591,0.0000
32,-47.7875,45.6591,0.0000
33,-47.7375,45.6591,0.0000
34,-47.6875,45.6591,0.0000
35,-47.6375,45.6591,0.0000
36,-47.5875,45.6591,0.0000
37,-47.5375,45.6591,0.0000
38,-47.4875,45.6591,0.0000
39,-47.4375,45.6591,0.0000
40,-47.3875,45.6591,0.0000
41,-47.3375,45.6591,0.0000
42,-47.2875,45.6591,0.0000
43,-47.2375,45.6591,0.0000
44,-47.1875,45.6591,0.0000
45,-47.1375,45.6591,0.0000
46,-47.0875,45.6591,0.0000
47,-47.0375,45.6591,0.0000
48,-46.9875,45.6591,0.0000
49,-46.9375,45.6591,0.0000
50,-46.8875,45.6591,0.0000
51,-46.8375,45.6591,0.0000
52,-46.7875,45.6591,0.0000
53,-46.7375,45.6591,0.0000
54,-46.6875,45.6591,0.0000
55,-46.6375,45.6591,0.0000
56,-46.5875,45.6591,0.0000
57,-46.5375,45.6591,0.0000
58,-46.4875,45.6591,0.0000
59,-46.4375,45.6591,0.0000
60,-46.3875,45.6591,0.0000
61,-46.3375,45.6591,0.0000
62,-46.2875,45.6591,0.0000
63,-46.2375,45.6591,0.0000
64,-46.1875,45.6591,0.0000
65,-46.1375,45.6591,0.0000
66,-46.0875,45.6591,0.0000
67,-46.0375,45.6591,0.0000
68,-45.9875,45.6591,0.0000
69,-45.9375,45.6591,0.0000
70,-45.8875,45.6591,0.0000
71,-45.8375,45.6591,0.0000
72,-45.7875,45.6591,0.0000
73,-45.7375,45.6591,0.0000
74,-45.6875,45.6591,0.0000
75,-45.6375,45.6591,0.0000
76,-45.5875,45.6591,0.0000
77,-45.5375,45.6591,0.0000
