idx,world_x,world_y,world_z
0,-364.0567,201.5343,0.0000
1,-364.0067,201.5343,0.0000
2,-363.9567,201.5343,0.0000
3,-363.9067,201.5343,0.0000
4,-363.8567,201.5343,0.0000
5,-363.8067,201.5343,0.0000
6,-363.7567,201.5343,0.0000
7,-363.7067,201.5343,0.0000
8,-363.6567,201.5343,0.0000
9,-363.6067,201.5343,0.0000
10,-363.5567,201.5343,0.0000
11,-363.5067,201.5343,0.0000
12,-363.4567,201.5343,0.0000
13,-363.4067,201.5343,0.0000
14,-363.3567,201.5343,0.0000
15,-363.3067,201.5343,0.0000
16,-363.2567,201.5343,0.0000
17,-363.2067,201.5343,0.0000
18,-363.1567,201.5343,0.0000
19,-363.1067,201.5343,0.0000
20,-363.0567,201.5343,0.0000
21,-363.0067,201.5343,0.0000
22,-362.9567,201.5343,0.0000
23,-362.9067,201.5343,0.0000
24,-362.8567,201.5343,0.0000
25,-362.8067,201.5343,0.0000
26,-362.7567,201.5343,0.0000
27,-362.7067,201.5343,0.0000
28,-362.6567,201.5343,0.0000
29,-362.6067,201.5343,0.0000
30,-362.5567,201.5343,0.0000
31,-362.5067,201.5343,0.0000
32,-362.4567,201.5343,0.0000
33,-362.4067,201.5343,0.0000
34,-362.3567,201.5343,0.0000
35,-362.3067,201.5343,0.0000
36,-362.2567,201.5343,0.0000
37,-362.2067,201.5343,0.0000
38,-362.1567,201.5343,0.0000
39,-362.1067,201.5343,0.0000
40,-362.0567,201.5343,0.0000
41,-362.0067,201.5343,0.0000
42,-361.9567,201.5343,0.0000
43,-361.9067,201.5343,0.0000
44,-361.8567,201.5343,0.0000
45,-361.8067,201.5343,0.0000
46,-361.7567,201.5343,0.0000
47,-361.7067,201.5343,0.0000
48,-361.6567,201.5343,0.0000
49,-361.6067,201.5343,0.0000
50,-361.5567,201.5343,0.0000
51,-361.5067,201.5343,0.0000
52,-361.4567,201.5343,0.0000
53,-361.4067,201.5343,0.0000
54,-361.3567,201.5343,0.0000
55,-361.3067,201.5343,0.0000
56,-361.2567,201.5343,0.0000
57,-361.2067,201.5343,0.0000
58,-361.1567,201.5343,0.0000
59,-361.1067,201.5343,0.0000
