idx,world_x,world_y,world_z
0,-275.5633,168.0605,0.0000
1,-275.5133,168.0605,0.0000
2,-275.4633,168.0605,0.0000
3,-275.4133,168.0605,0.0000
4,-275.3633,168.0605,0.0000
5,-275.3133,168.0605,0.0000
6,-275.2633,168.0605,0.0000
7,-275.2133,168.0605,0.0000
8,-275.1633,168.0605,0.0000
9,-275.1133,168.0605,0.0000
10,-275.0633,168.0605,0.0000
11,-275.0133,168.0605,0.0000
12,-274.9633,168.0605,0.0000
13,-274.9133,168.0605,0.0000
14,-274.8633,168.0605,0.0000
15,-274.8133,168.0605,0.0000
16,-274.7633,168.0605,0.0000
17,-274.7133,168.0605,0.0000
18,-274.6633,168.0605,0.0000
19,-274.6133,168.0605,0.0000
20,-274.5633,168.0605,0.0000
21,-274.5133,168.0605,0.0000
22,-274.4633,168.0605,0.0000
23,-274.4133,168.0605,0.0000
24,-274.3633,168.0605,0.0000
25,-274.3133,168.0605,0.0000
26,-274.2633,168.0605,0.0000
27,-274.2133,168.0605,0.0000
28,-274.1633,168.0605,0.0000
29,-274.1133,168.0605,0.0000
30,-274.0633,168.0605,0.0000
31,-274.0133,168.0605,0.0000
32,-273.9633,168.0605,0.0000
33,-273.9133,168.0605,0.0000
34,-273.8633,168.0605,0.0000
35,-273.8133,168.0605,0.0000
36,-273.7633,168.0605,0.0000
37,-273.7133,168.0605,0.0000
38,-273.6633,168.0605,0.0000
39,-273.6133,168.0605,0.0000
40,-273.5633,168.0605,0.0000
41,-273.5133,168.0605,0.0000
42,-273.4633,168.0605,0.0000
43,-273.4133,168.0605,0.0000
44,-273.3633,168.0605,0.0000
45,-273.3133,168.0605,0.0000
46,-273.2633,168.0605,0.0000
47,-273.2133,168.0605,0.0000
48,-273.1633,168.0605,0.0000
49,-273.1133,168.0605,0.0000
50,-273.0633,168.0605,0.0000
51,-273.0133,168.0605,0.0000
52,-272.9633,168.0605,0.0000
53,-272.9133,168.0605,0.0000
54,-272.8633,168.0605,0.0000
55,-272.8133,168.0605,0.0000
56,-272.7633,168.0605,0.0000
57,-272.7133,168.0605,0.0000
58,-272.6633,168.0605,0.0000
59,-272.6133,168.0605,0.0000
60,-272.5633,168.0605,0.0000
61,-272.5133,168.0605,0.0000
62,-272.4633,168.0605,0.0000
63,-272.4133,168.0605,0.0000
64,-272.3633,168.0605,0.0000
65,-272.3133,168.0605,0.0000
66,-272.2633,168.0605,0.0000
67,-272.2133,168.0605,0.0000
68,-272.1633,168.0605,0.0000
69,-272.1133,168.0605,0.0000
70,-272.0633,168.0605,0.0000
71,-272.0133,168.0605,0.0000
72,-271.9633,168.0605,0.0000
73,-271.9133,168.0605,0.0000
74,-271.8633,168.0605,0.0000
75,-271.8133,168.0605,0.0000
76,-271.7633,168.0605,0.0000
77,-271.7133,168.0605,0.0000
78,-271.6633,168.0605,0.0000
79,-271.6133,168.0605,0.0000
80,-271.5633,168.0605,0.0000
81,-271.5133,168.0605,0.0000
82,-271.4633,168.0605,0.0000
83,-271.4133,168.0605,0.0000
84,-271.3633,168.0605,0.0000
85,-271.3133,168.0605,0.0000
86,-271.2633,168.0605,0.0000
87,-271.2133,168.0605,0.0000
88,-271.1633,168.0605,0.0000
89,-271.1133,168.0605,0.0000
90,-271.0633,168.0605,0.0000
91,-271.0133,168.0605,0.0000
92,-270.9633,168.0605,0.0000
93,-270.9133,168.0605,0.0000
94,-270.8633,168.0605,0.0000
95,-270.8133,168.0605,0.0000
96,-270.7633,168.0605,0.0000
97,-270.7133,168.0605,0.0000
98,-270.6633,168.0605,0.0000
99,-270.6133,168.0605,0.0000
100,-270.5633,168.0605,0.0000
101,-270.5133,168.0605,0.0000
102,-270.4633,168.0605,0.0000
103,-270.4133,168.0605,0.0000
104,-270.3633,168.0605,0.0000
105,-270.3133,168.0605,0.0000
106,-270.2633,168.0605,0.0000
107,-270.2133,168.0605,0.0000
108,-270.1633,168.0605,0.0000
109,-270.1133,168.0605,0.0000
110,-270.0633,168.0605,0.0000
111,-270.0133,168.0605,0.0000
112,-269.9633,168.0605,0.0000
113,-269.9133,168.0605,0.0000
114,-269.8633,168.0605,0.0000
115,-269.8133,168.0605,0.0000
116,-269.7633,168.0605,0.0000
117,-269.7133,168.0605,0.0000
118,-269.6633,168.0605,0.0000
119,-269.6133,168.0605,0.0000
120,-269.5633,168.0605,0.0000
121,-269.5133,168.0605,0.0000
122,-269.4633,168.0605,0.0000
123,-269.4133,168.0605,0.0000
124,-269.3633,168.0605,0.0000
125,-269.3133,168.0605,0.0000
126,-269.2633,168.0605,0.0000
127,-269.2133,168.0605,0.0000
128,-269.1633,168.0605,0.0000
129,-269.1133,168.0605,0.0000
130,-269.0633,168.0605,0.0000
131,-269.0133,168.0605,0.0000
132,-268.9633,168.0605,0.0000
133,-268.9133,168.0605,0.0000
134,-268.8633,168.0605,0.0000
135,-268.8133,168.0605,0.0000
136,-268.7633,168.0605,0.0000
137,-268.7133,168.0605,0.0000
138,-268.6633,168.0605,0.0000
139,-268.6133,168.0605,0.0000
140,-268.5633,168.0605,0.0000
141,-268.5133,168.0605,0.0000
142,-268.4633,168.0605,0.0000
143,-268.4133,168.0605,0.0000
144,-268.3633,168.0605,0.0000
145,-268.3133,168.0605,0.0000
146,-268.2633,168.0605,0.0000
147,-268.2133,168.0605,0.0000
148,-268.1633,168.0605,0.0000
149,-268.1133,168.0605,0.0000
150,-268.0633,168.0605,0.0000
151,-268.0133,168.0605,0.0000
152,-267.9633,168.0605,0.0000
153,-267.9133,168.0605,0.0000
154,-267.8633,168.0605,0.0000
155,-267.8133,168.0605,0.0000
156,-267.7633,168.0605,0.0000
157,-267.7133,168.0605,0.0000
158,-267.6633,168.0605,0.0000
159,-267.6133,168.0605,0.0000
160,-267.5633,168.0605,0.0000
161,-267.5133,168.0605,0.0000
162,-267.4633,168.0605,0.0000
163,-267.4133,168.0605,0.0000
164,-267.3633,168.0605,0.0000
165,-267.3133,168.0605,0.0000
166,-267.2633,168.0605,0.0000
167,-267.2133,168.0605,0.0000
168,-267.1633,168.0605,0.0000
169,-267.1133,168.0605,0.0000
170,-267.0633,168.0605,0.0000
171,-267.0133,168.0605,0.0000
172,-266.9633,168.0605,0.0000
173,-266.9133,168.0605,0.0000
174,-266.8633,168.0605,0.0000
175,-266.8133,168.0605,0.0000
176,-266.7633,168.0605,0.0000
177,-266.7133,168.0605,0.0000
178,-266.6633,168.0605,0.0000
179,-266.6133,168.0605,0.0000
180,-266.5633,168.0605,0.0000
181,-266.5133,168.0605,0.0000
182,-266.4633,168.0605,0.0000
183,-266.4133,168.0605,0.0000
184,-266.3633,168.0605,0.0000
185,-266.3133,168.0605,0.0000
186,-266.2633,168.0605,0.0000
187,-266.2133,168.0605,0.0000
188,-266.1633,168.0605,0.0000
189,-266.1133,168.0605,0.0000
190,-266.0633,168.0605,0.0000
191,-266.0133,168.0605,0.0000
192,-265.9633,168.0605,0.0000
193,-265.9133,168.0605,0.0000
194,-265.8633,168.0605,0.0000
