idx,world_x,world_y,world_z
0,-266.9344,194.5054,0.0000
1,-266.8844,194.5054,0.0000
2,-266.8344,194.5054,0.0000
3,-266.7844,194.5054,0.0000
4,-266.7344,194.5054,0.0000
5,-266.6844,194.5054,0.0000
6,-266.6344,194.5054,0.0000
7,-266.5844,194.5054,0.0000
8,-266.5344,194.5054,0.0000
9,-266.4844,194.5054,0.0000
10,-266.4344,194.5054,0.0000
11,-266.3844,194.5054,0.0000
12,-266.3344,194.5054,0.0000
13,-266.2844,194.5054,0.0000
14,-266.2344,194.5054,0.0000
15,-266.1844,194.5054,0.0000
16,-266.1344,194.5054,0.0000
17,-266.0844,194.5054,0.0000
18,-266.0344,194.5054,0.0000
19,-265.9844,194.5054,0.0000
20,-265.9344,194.5054,0.0000
21,-265.8844,194.5054,0.0000
22,-265.8344,194.5054,0.0000
23,-265.7844,194.5054,0.0000
24,-265.7344,194.5054,0.0000
25,-265.6844,194.5054,0.0000
26,-265.6344,194.5054,0.0000
27,-265.5844,194.5054,0.0000
28,-265.5344,194.5054,0.0000
29,-265.4844,194.5054,0.0000
30,-265.4344,194.5054,0.0000
31,-265.3844,194.5054,0.0000
32,-265.3344,194.5054,0.0000
33,-265.2844,194.5054,0.0000
34,-265.2344,194.5054,0.0000
35,-265.1844,194.5054,0.0000
36,-265.1344,194.5054,0.0000
37,-265.0844,194.5054,0.0000
38,-265.0344,194.5054,0.0000
39,-264.9844,194.5054,0.0000
40,-264.9344,194.5054,0.0000
41,-264.8844,194.5054,0.0000
42,-264.8344,194.5054,0.0000
43,-264.7844,194.5054,0.0000
44,-264.7344,194.5054,0.0000
45,-264.6844,194.5054,0.0000
46,-264.6344,194.5054,0.0000
47,-264.5844,194.5054,0.0000
48,-264.5344,194.5054,0.0000
49,-264.4844,194.5054,0.0000
50,-264.4344,194.5054,0.0000
51,-264.3844,194.5054,0.0000
52,-264.3344,194.5054,0.0000
53,-264.2844,194.5054,0.0000
54,-264.2344,194.5054,0.0000
55,-264.1844,194.5054,0.0000
56,-264.1344,194.5054,0.0000
57,-264.0844,194.5054,0.0000
58,-264.0344,194.5054,0.0000
59,-263.9844,194.5054,0.0000
60,-263.9344,194.5054,0.0000
61,-263.8844,194.5054,0.0000
62,-263.8344,194.5054,0.0000
63,-263.7844,194.5054,0.0000
64,-263.7344,194.5054,0.0000
65,-263.6844,194.5054,0.0000
66,-263.6344,194.5054,0.0000
67,-263.5844,194.5054,0.0000
