idx,world_x,world_y,world_z
0,-230.9651,234.8960,0.0000
1,-230.9151,234.8960,0.0000
2,-230.8651,234.8960,0.0000
3,-230.8151,234.8960,0.0000
4,-230.7651,234.8960,0.0000
5,-230.7151,234.8960,0.0000
6,-230.6651,234.8960,0.0000
7,-230.6151,234.8960,0.0000
8,-230.5651,234.8960,0.0000
9,-230.5151,234.8960,0.0000
10,-230.4651,234.8960,0.0000
11,-230.4151,234.8960,0.0000
12,-230.3651,234.8960,0.0000
13,-230.3151,234.8960,0.0000
14,-230.2651,234.8960,0.0000
15,-230.2151,234.8960,0.0000
16,-230.1651,234.8960,0.0000
17,-230.1151,234.8960,0.0000
18,-230.0651,234.8960,0.0000
19,-230.0151,234.8960,0.0000
20,-229.9651,234.8960,0.0000
21,-229.9151,234.8960,0.0000
22,-229.8651,234.8960,0.0000
23,-229.8151,234.8960,0.0000
24,-229.7651,234.8960,0.0000
25,-229.7151,234.8960,0.0000
26,-229.6651,234.8960,0.0000
27,-229.6151,234.8960,0.0000
28,-229.5651,234.8960,0.0000
29,-229.5151,234.8960,0.0000
30,-229.4651,234.8960,0.0000
31,-229.4151,234.8960,0.0000
32,-229.3651,234.8960,0.0000
33,-229.3151,234.8960,0.0000
34,-229.2651,234.8960,0.0000
35,-229.2151,234.8960,0.0000
36,-229.1651,234.8960,0.0000
37,-229.1151,234.8960,0.0000
38,-229.0651,234.8960,0.0000
39,-229.0151,234.8960,0.0000
40,-228.9651,234.8960,0.0000
41,-228.9151,234.8960,0.0000
42,-228.8651,234.8960,0.0000
43,-228.8151,234.8960,0.0000
44,-228.7651,234.8960,0.0000
45,-228.7151,234.8960,0.0000
46,-228.6651,234.8960,0.0000
47,-228.6151,234.8960,0.0000
48,-228.5651,234.8960,0.0000
49,-228.5151,234.8960,0.0000
50,-228.4651,234.8960,0.0000
51,-228.4151,234.8960,0.0000
52,-228.3651,234.8960,0.0000
53,-228.3151,234.8960,0.0000
54,-228.2651,234.8960,0.0000
55,-228.2151,234.8960,0.0000
56,-228.1651,234.8960,0.0000
57,-228.1151,234.8960,0.0000
58,-228.0651,234.8960,0.0000
59,-228.0151,234.8960,0.0000
60,-227.9651,234.8960,0.0000
61,-227.9151,234.8960,0.0000
62,-227.8651,234.8960,0.0000
63,-227.8151,234.8960,0.0000
64,-227.7651,234.8960,0.0000
65,-227.7151,234.8960,0.0000
66,-227.6651,234.8960,0.0000
67,-227.6151,234.8960,0.0000
68,-227.5651,234.8960,0.0000
69,-227.5151,234.8960,0.0000
70,-227.4651,234.8960,0.0000
71,-227.4151,234.8960,0.0000
72,-227.3651,234.8960,0.0000
73,-227.3151,234.8960,0.0000
74,-227.2651,234.8960,0.0000
75,-227.2151,234.8960,0.0000
76,-227.1651,234.8960,0.0000
77,-227.1151,234.8960,0.0000
78,-227.0651,234.8960,0.0000
79,-227.0151,234.8960,0.0000
80,-226.9651,234.8960,0.0000
81,-226.9151,234.8960,0.0000
82,-226.8651,234.8960,0.0000
83,-226.8151,234.8960,0.0000
84,-226.7651,234.8960,0.0000
85,-226.7151,234.8960,0.0000
86,-226.6651,234.8960,0.0000
87,-226.6151,234.8960,0.0000
88,-226.5651,234.8960,0.0000
89,-226.5151,234.8960,0.0000
90,-226.4651,234.8960,0.0000
91,-226.4151,234.8960,0.0000
92,-226.3651,234.8960,0.0000
93,-226.3151,234.8960,0.0000
94,-226.2651,234.8960,0.0000
95,-226.2151,234.8960,0.0000
96,-226.1651,234.8960,0.0000
97,-226.1151,234.8960,0.0000
98,-226.0651,234.8960,0.0000
99,-226.0151,234.8960,0.0000
100,-225.9651,234.8960,0.0000
101,-225.9151,234.8960,0.0000
102,-225.8651,234.8960,0.0000
103,-225.8151,234.8960,0.0000
104,-225.7651,234.8960,0.0000
105,-225.7151,234.8960,0.0000
106,-225.6651,234.8960,0.0000
107,-225.6151,234.8960,0.0000
108,-225.5651,234.8960,0.0000
109,-225.5151,234.8960,0.0000
110,-225.4651,234.8960,0.0000
111,-225.4151,234.8960,0.0000
112,-225.3651,234.8960,0.0000
113,-225.3151,234.8960,0.0000
114,-225.2651,234.8960,0.0000
115,-225.2151,234.8960,0.0000
116,-225.1651,234.8960,0.0000
117,-225.1151,234.8960,0.0000
118,-225.0651,234.8960,0.0000
119,-225.0151,234.8960,0.0000
120,-224.9651,234.8960,0.0000
121,-224.9151,234.8960,0.0000
122,-224.8651,234.8960,0.0000
123,-224.8151,234.8960,0.0000
124,-224.7651,234.8960,0.0000
125,-224.7151,234.8960,0.0000
126,-224.6651,234.8960,0.0000
127,-224.6151,234.8960,0.0000
128,-224.5651,234.8960,0.0000
129,-224.5151,234.8960,0.0000
130,-224.4651,234.8960,0.0000
131,-224.4151,234.8960,0.0000
132,-224.3651,234.8960,0.0000
133,-224.3151,234.8960,0.0000
134,-224.2651,234.8960,0.0000
135,-224.2151,234.8960,0.0000
136,-224.1651,234.8960,0.0000
137,-224.1151,234.8960,0.0000
138,-224.0651,234.8960,0.0000
139,-224.0151,234.8960,0.0000
140,-223.9651,234.8960,0.0000
141,-223.9151,234.8960,0.0000
142,-223.8651,234.8960,0.0000
143,-223.8151,234.8960,0.0000
144,-223.7651,234.8960,0.0000
145,-223.7151,234.8960,0.0000
146,-223.6651,234.8960,0.0000
147,-223.6151,234.8960,0.0000
148,-223.5651,234.8960,0.0000
149,-223.5151,234.8960,0.0000
150,-223.4651,234.8960,0.0000
151,-223.4151,234.8960,0.0000
152,-223.3651,234.8960,0.0000
153,-223.3151,234.8960,0.0000
154,-223.2651,234.8960,0.0000
155,-223.2151,234.8960,0.0000
156,-223.1651,234.8960,0.0000
157,-223.1151,234.8960,0.0000
158,-223.0651,234.8960,0.0000
159,-223.0151,234.8960,0.0000
160,-222.9651,234.8960,0.0000
161,-222.9151,234.8960,0.0000
162,-222.8651,234.8960,0.0000
163,-222.8151,234.8960,0.0000
164,-222.7651,234.8960,0.0000
165,-222.7151,234.8960,0.0000
166,-222.6651,234.8960,0.0000
