idx,world_x,world_y,world_z
0,-254.7854,222.9033,0.0000
1,-254.7354,222.9033,0.0000
2,-254.6854,222.9033,0.0000
3,-254.6354,222.9033,0.0000
4,-254.5854,222.9033,0.0000
5,-254.5354,222.9033,0.0000
6,-254.4854,222.9033,0.0000
7,-254.4354,222.9033,0.0000
8,-254.3854,222.9033,0.0000
9,-254.3354,222.9033,0.0000
10,-254.2854,222.9033,0.0000
11,-254.2354,222.9033,0.0000
12,-254.1854,222.9033,0.0000
13,-254.1354,222.9033,0.0000
14,-254.0854,222.9033,0.0000
15,-254.0354,222.9033,0.0000
16,-253.9854,222.9033,0.0000
17,-253.9354,222.9033,0.0000
18,-253.8854,222.9033,0.0000
19,-253.8354,222.9033,0.0000
20,-253.7854,222.9033,0.0000
21,-253.7354,222.9033,0.0000
22,-253.6854,222.9033,0.0000
23,-253.6354,222.9033,0.0000
24,-253.5854,222.9033,0.0000
25,-253.5354,222.9033,0.0000
26,-253.4854,222.9033,0.0000
27,-253.4354,222.9033,0.0000
28,-253.3854,222.9033,0.0000
29,-253.3354,222.9033,0.0000
30,-253.2854,222.9033,0.0000
31,-253.2354,222.9033,0.0000
32,-253.1854,222.9033,0.0000
33,-253.1354,222.9033,0.0000
34,-253.0854,222.9033,0.0000
35,-253.0354,222.9033,0.0000
36,-252.9854,222.9033,0.0000
37,-252.9354,222.9033,0.0000
38,-252.8854,222.9033,0.0000
39,-252.8354,222.9033,0.0000
40,-252.7854,222.9033,0.0000
41,-252.7354,222.9033,0.0000
42,-252.6854,222.9033,0.0000
43,-252.6354,222.9033,0.0000
44,-252.5854,222.9033,0.0000
45,-252.5354,222.9033,0.0000
46,-252.4854,222.9033,0.0000
47,-252.4354,222.9033,0.0000
48,-252.3854,222.9033,0.0000
49,-252.3354,222.9033,0.0000
50,-252.2854,222.9033,0.0000
51,-252.2354,222.9033,0.0000
52,-252.1854,222.9033,0.0000
53,-252.1354,222.9033,0.0000
54,-252.0854,222.9033,0.0000
55,-252.0354,222.9033,0.0000
56,-251.9854,222.9033,0.0000
57,-251.9354,222.9033,0.0000
58,-251.8854,222.9033,0.0000
59,-251.8354,222.9033,0.0000
60,-251.7854,222.9033,0.0000
61,-251.7354,222.9033,0.0000
62,-251.6854,222.9033,0.0000
63,-251.6354,222.9033,0.0000
64,-251.5854,222.9033,0.0000
65,-251.5354,222.9033,0.0000
66,-251.4854,222.9033,0.0000
67,-251.4354,222.9033,0.0000
68,-251.3854,222.9033,0.0000
69,-251.3354,222.9033,0.0000
70,-251.2854,222.9033,0.0000
71,-251.2354,222.9033,0.0000
72,-251.1854,222.9033,0.0000
73,-251.1354,222.9033,0.0000
74,-251.0854,222.9033,0.0000
75,-251.0354,222.9033,0.0000
76,-250.9854,222.9033,0.0000
77,-250.9354,222.9033,0.0000
78,-250.8854,222.9033,0.0000
79,-250.8354,222.9033,0.0000
80,-250.7854,222.9033,0.0000
81,-250.7354,222.9033,0.0000
82,-250.6854,222.9033,0.0000
83,-250.6354,222.9033,0.0000
84,-250.5854,222.9033,0.0000
85,-250.5354,222.9033,0.0000
86,-250.4854,222.9033,0.0000
87,-250.4354,222.9033,0.0000
88,-250.3854,222.9033,0.0000
89,-250.3354,222.9033,0.0000
90,-250.2854,222.9033,0.0000
91,-250.2354,222.9033,0.0000
92,-250.1854,222.9033,0.0000
93,-250.1354,222.9033,0.0000
94,-250.0854,222.9033,0.0000
95,-250.0354,222.9033,0.0000
96,-249.9854,222.9033,0.0000
97,-249.9354,222.9033,0.0000
98,-249.8854,222.9033,0.0000
99,-249.8354,222.9033,0.0000
100,-249.7854,222.9033,0.0000
101,-249.7354,222.9033,0.0000
102,-249.6854,222.9033,0.0000
103,-249.6354,222.9033,0.0000
104,-249.5854,222.9033,0.0000
105,-249.5354,222.9033,0.0000
106,-249.4854,222.9033,0.0000
107,-249.4354,222.9033,0.0000
108,-249.3854,222.9033,0.0000
109,-249.3354,222.9033,0.0000
110,-249.2854,222.9033,0.0000
111,-249.2354,222.9033,0.0000
112,-249.1854,222.9033,0.0000
113,-249.1354,222.9033,0.0000
114,-249.0854,222.9033,0.0000
115,-249.0354,222.9033,0.0000
116,-248.9854,222.9033,0.0000
117,-248.9354,222.9033,0.0000
118,-248.8854,222.9033,0.0000
119,-248.8354,222.9033,0.0000
120,-248.7854,222.9033,0.0000
121,-248.7354,222.9033,0.0000
122,-248.6854,222.9033,0.0000
123,-248.6354,222.9033,0.0000
124,-248.5854,222.9033,0.0000
125,-248.5354,222.9033,0.0000
126,-248.4854,222.9033,0.0000
127,-248.4354,222.9033,0.0000
128,-248.3854,222.9033,0.0000
129,-248.3354,222.9033,0.0000
130,-248.2854,222.9033,0.0000
131,-248.2354,222.9033,0.0000
132,-248.1854,222.9033,0.0000
133,-248.1354,222.9033,0.0000
134,-248.0854,222.9033,0.0000
135,-248.0354,222.9033,0.0000
136,-247.9854,222.9033,0.0000
137,-247.9354,222.9033,0.0000
138,-247.8854,222.9033,0.0000
139,-247.8354,222.9033,0.0000
140,-247.7854,222.9033,0.0000
141,-247.7354,222.9033,0.0000
142,-247.6854,222.9033,0.0000
143,-247.6354,222.9033,0.0000
144,-247.5854,222.9033,0.0000
145,-247.5354,222.9033,0.0000
146,-247.4854,222.9033,0.0000
