lake_scale,time_min
1.0,55.857710522481646
2.0,56.32911504327268
3.0,56.800519564063706
4.0,57.27192408485474
5.0,57.74332860564577
6.0,58.214733126436805
7.0,58.68613764722784
8.0,59.157542168018864
9.0,59.6289466888099
10.0,60.10035120960093
11.0,60.57175573039196
12.0,61.043160251183
13.0,61.51456477197402
14.0,61.985969292765056
15.0,62.45737381355609
16.0,62.92877833434712
17.0,63.400182855138155
18.0,63.87158737592918
19.0,64.34299189672022
20.0,64.81439641751125
